,movieId,average_score,title,genres,tag
2246,2985,3.3714285714285714,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,
2247,2986,2.64,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller,
2248,2987,3.5721649484536084,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,live action/animation
2249,2988,4.0,Melvin and Howard (1980),Drama,
2250,2989,3.5476190476190474,For Your Eyes Only (1981),Action|Adventure|Thriller,
2251,2990,3.325,Licence to Kill (1989),Action|Adventure|Thriller,
2252,2991,3.6956521739130435,Live and Let Die (1973),Action|Adventure|Thriller,
2253,2992,3.5,Rawhead Rex (1986),Horror|Thriller,
2254,2993,3.4791666666666665,Thunderball (1965),Action|Adventure|Thriller,
2255,2995,2.4285714285714284,House on Haunted Hill (1999),Horror|Thriller,
2256,2996,3.125,Music of the Heart (1999),Drama,
2257,2997,3.9545454545454546,Being John Malkovich (1999),Comedy|Drama|Fantasy,
2258,3000,3.9583333333333335,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,anime|adventure|atmospheric|fantasy world|Studio Ghibli|surreal
2259,3002,4.0,My Best Fiend (Mein liebster Feind) (1999),Documentary,
2260,3003,4.5,Train of Life (Train de vie) (1998),Comedy|Drama|Romance|War,
2261,3004,2.5454545454545454,"Bachelor, The (1999)",Comedy|Romance,
2262,3005,2.84,"Bone Collector, The (1999)",Thriller,
2263,3006,3.7419354838709675,"Insider, The (1999)",Drama|Thriller,tobacco|true story
2264,3007,3.75,American Movie (1999),Documentary,In Netflix queue
2265,3008,4.0,Last Night (1998),Drama|Sci-Fi,
2266,3010,4.0,Rosetta (1999),Drama,
2267,3011,3.25,"They Shoot Horses, Don't They? (1969)",Drama,dance marathon
2268,3013,4.0,Bride of Re-Animator (1990),Comedy|Horror,
2269,3014,2.0,Bustin' Loose (1981),Comedy,
2270,3015,3.6666666666666665,Coma (1978),Thriller,
2271,3016,3.0714285714285716,Creepshow (1982),Horror,
2272,3017,3.0,Creepshow 2 (1987),Horror,
2273,3018,3.45,Re-Animator (1985),Comedy|Horror|Sci-Fi,
2274,3019,4.15,Drugstore Cowboy (1989),Crime|Drama,
2275,3020,3.5294117647058822,Falling Down (1993),Action|Drama,
2276,3021,2.0,"Funhouse, The (1981)",Horror,
2277,3022,4.0,"General, The (1926)",Comedy|War,
2278,3024,2.642857142857143,Piranha (1978),Horror|Sci-Fi,
2279,3028,2.5,"Taming of the Shrew, The (1967)",Comedy,Shakespeare
2280,3029,3.25,Nighthawks (1981),Action|Drama,
2281,3030,4.230769230769231,Yojimbo (1961),Action|Adventure,samurai
2282,3031,2.375,Repossessed (1990),Comedy,
2283,3032,3.6666666666666665,"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller,
2284,3033,3.483050847457627,Spaceballs (1987),Comedy|Sci-Fi,
2285,3034,3.513888888888889,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,
2286,3035,3.8181818181818183,Mister Roberts (1955),Comedy|Drama|War,
2287,3036,3.7857142857142856,"Quest for Fire (Guerre du feu, La) (1981)",Adventure|Drama,
2288,3037,4.145833333333333,Little Big Man (1970),Western,
2289,3038,4.2,"Face in the Crowd, A (1957)",Drama,
2290,3039,3.730769230769231,Trading Places (1983),Comedy,class|Dan Aykroyd
2291,3040,3.2222222222222223,Meatballs (1979),Comedy,camp
2292,3041,2.0833333333333335,Meatballs Part II (1984),Comedy,
2293,3042,2.5,Meatballs III (1987),Comedy,
2294,3043,1.0,Meatballs 4 (1992),Comedy,
2295,3044,3.769230769230769,Dead Again (1991),Mystery|Romance|Thriller,memory|music
2296,3045,3.6,Peter's Friends (1992),Comedy|Drama,
2297,3046,4.5,"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance,
2298,3048,2.0,Under the Rainbow (1981),Comedy,
2299,3051,2.5,Anywhere But Here (1999),Comedy|Drama,
2300,3052,3.6455696202531644,Dogma (1999),Adventure|Comedy|Fantasy,irreverent|jay and silent bob|Kevin Smith|satire|religion
2301,3053,3.909090909090909,"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,
2302,3054,2.3125,Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi,
2303,3055,3.3333333333333335,Felicia's Journey (1999),Thriller,
2304,3056,4.0,Oxygen (1999),Crime|Drama|Thriller,
2305,3057,4.0,Where's Marlowe? (1998),Comedy,
2306,3060,3.8666666666666667,"Commitments, The (1991)",Comedy|Drama|Musical,In Netflix queue
2307,3061,3.625,Holiday Inn (1942),Comedy|Musical,
2308,3062,4.0,"Longest Day, The (1962)",Action|Drama|War,
2309,3063,2.1666666666666665,Poison Ivy (1992),Drama|Thriller,
2310,3064,2.3333333333333335,Poison Ivy: New Seduction (1997),Drama|Thriller,
2311,3066,3.9285714285714284,Tora! Tora! Tora! (1970),Action|Drama|War,
2312,3067,3.55,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama,
2313,3068,4.357142857142857,"Verdict, The (1982)",Drama|Mystery,
2314,3070,3.5476190476190474,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,
2315,3071,3.5,Stand and Deliver (1988),Comedy|Drama,high school
2316,3072,3.5555555555555554,Moonstruck (1987),Comedy|Romance,New York
2317,3073,5.0,"Sandpiper, The (1965)",Drama|Romance,
2318,3074,4.25,Jeremiah Johnson (1972),Western,
2319,3075,4.166666666666667,Repulsion (1965),Drama|Horror,
2320,3076,3.625,Irma la Douce (1963),Comedy,
2321,3077,4.0,42 Up (1998),Documentary,In Netflix queue|Up series
2322,3078,4.0,Liberty Heights (1999),Drama,
2323,3079,3.0833333333333335,Mansfield Park (1999),Comedy|Drama|Romance,
2324,3081,3.475806451612903,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,Ichabod Crane
2325,3082,3.3333333333333335,"World Is Not Enough, The (1999)",Action|Adventure|Thriller,
2326,3083,4.157894736842105,All About My Mother (Todo sobre mi madre) (1999),Drama,
2327,3086,5.0,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical,
2328,3087,3.1666666666666665,Scrooged (1988),Comedy|Fantasy|Romance,christmas|new york
2329,3088,3.8333333333333335,Harvey (1950),Comedy|Fantasy,
2330,3089,4.125,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,
2331,3090,4.166666666666667,Matewan (1987),Drama,
2332,3091,4.125,Kagemusha (1980),Drama|War,
2333,3093,3.75,McCabe & Mrs. Miller (1971),Drama|Western,
2334,3094,4.0,Maurice (1987),Drama|Romance,
2335,3095,4.111111111111111,"Grapes of Wrath, The (1940)",Drama,depression|dust bowl
2336,3096,5.0,My Man Godfrey (1957),Comedy,
2337,3097,3.6666666666666665,"Shop Around the Corner, The (1940)",Comedy|Drama|Romance,remade
2338,3098,3.6458333333333335,"Natural, The (1984)",Drama,baseball|sports
2339,3099,3.0714285714285716,Shampoo (1975),Comedy|Drama|Romance,
2340,3100,3.9318181818181817,"River Runs Through It, A (1992)",Drama,
2341,3101,3.0972222222222223,Fatal Attraction (1987),Drama|Thriller,adultery
2342,3102,3.5714285714285716,Jagged Edge (1985),Crime|Romance|Thriller,
2343,3103,2.75,Stanley & Iris (1990),Drama|Romance,
2344,3104,3.6363636363636362,Midnight Run (1988),Action|Comedy|Crime|Thriller,
2345,3105,3.6818181818181817,Awakenings (1990),Drama|Mystery,
2346,3106,1.0,Come See the Paradise (1990),Drama|Romance,
2347,3107,3.3043478260869565,Backdraft (1991),Action|Drama,
2348,3108,3.8055555555555554,"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance,homeless
2349,3109,3.5,"River, The (1984)",Drama,
2350,3111,4.25,Places in the Heart (1984),Drama,racism
2351,3112,3.0,'night Mother (1986),Drama,
2352,3113,2.7,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller,
2353,3114,3.8608247422680413,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,animation|Disney|funny|original|Pixar|sequel|Tom Hanks|Pixar
2354,3115,4.0,Flawless (1999),Drama,men in drag
2355,3117,3.875,Ride with the Devil (1999),Drama|Romance|War,
2356,3120,3.5,"Distinguished Gentleman, The (1992)",Comedy,
2357,3125,4.0,"End of the Affair, The (1999)",Drama,Graham Greene
2358,3127,2.8333333333333335,Holy Smoke (1999),Comedy|Drama,
2359,3129,3.6666666666666665,Sweet and Lowdown (1999),Comedy|Drama,
2360,3130,2.4,Bonfire of the Vanities (1990),Comedy|Crime|Drama,
2361,3132,2.0,Daddy Long Legs (1919),Comedy|Drama,
2362,3134,3.7142857142857144,Grand Illusion (La grande illusion) (1937),Drama|War,downbeat|poignant
2363,3135,3.6666666666666665,"Great Santini, The (1979)",Drama,fatherhood
2364,3138,3.0,Stealing Home (1988),Drama,
2365,3141,1.25,"Two Jakes, The (1990)",Drama,
2366,3142,3.25,U2: Rattle and Hum (1988),Documentary|Musical,
2367,3143,3.0,Hell in the Pacific (1968),Drama|War,
2368,3145,3.1666666666666665,Cradle Will Rock (1999),Drama,
2369,3146,2.323529411764706,Deuce Bigalow: Male Gigolo (1999),Comedy,
2370,3147,4.148648648648648,"Green Mile, The (1999)",Crime|Drama,Stephen King
2371,3148,3.75,"Cider House Rules, The (1999)",Drama,
2372,3150,3.25,"War Zone, The (1999)",Drama|Thriller,
2373,3152,4.5,"Last Picture Show, The (1971)",Drama,black-and-white
2374,3153,4.4,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,
2375,3155,3.6666666666666665,Anna and the King (1999),Drama|Romance,
2376,3156,2.8,Bicentennial Man (1999),Drama|Romance|Sci-Fi,
2377,3157,2.8421052631578947,Stuart Little (1999),Children|Comedy|Fantasy,
2378,3158,3.6666666666666665,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama,
2379,3159,3.8333333333333335,Fantasia 2000 (1999),Animation|Children|Musical|IMAX,
2380,3160,3.7115384615384617,Magnolia (1999),Drama,L.A.
2381,3161,3.0,Onegin (1999),Drama|Romance,
2382,3162,3.0,Simpatico (1999),Comedy|Drama,
2383,3163,3.875,Topsy-Turvy (1999),Comedy|Drama|Musical,
2384,3165,3.0,Boiling Point (1993),Action|Drama,
2385,3167,3.5,Carnal Knowledge (1971),Comedy|Drama,
2386,3168,3.603448275862069,Easy Rider (1969),Adventure|Drama,
2387,3169,3.3,The Falcon and the Snowman (1985),Crime|Drama|Thriller,
2388,3171,4.0,Room at the Top (1959),Drama,
2389,3173,3.0,Any Given Sunday (1999),Drama,
2390,3174,3.4871794871794872,Man on the Moon (1999),Comedy|Drama,Andy Kaufman
2391,3175,3.58,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,spoof
2392,3176,3.336734693877551,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,based on a book|creepy|disturbing|Jude Law|murder|obsession|psychology|secrets|serial killer|suspense|Europe|murder
2393,3177,3.25,Next Friday (2000),Comedy,
2394,3178,3.53125,"Hurricane, The (1999)",Drama,boxing
2395,3179,3.3333333333333335,Angela's Ashes (1999),Drama,
2396,3181,3.9166666666666665,Titus (1999),Drama,Shakespeare
2397,3182,4.0,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",Documentary,
2398,3183,3.0,"Third Miracle, The (1999)",Drama,
2399,3185,3.3333333333333335,Snow Falling on Cedars (1999),Drama,
2400,3186,3.4642857142857144,"Girl, Interrupted (1999)",Drama,asylum|based on a true story|Brittany Murphy|Mental Hospital|psychology|winona ryder
2401,3189,3.5454545454545454,My Dog Skip (1999),Children|Drama,
2402,3190,2.0,Supernova (2000),Adventure|Sci-Fi|Thriller,
2403,3192,3.0,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",Drama,In Netflix queue
2404,3194,3.625,"Way We Were, The (1973)",Drama|Romance,
2405,3196,3.7222222222222223,Stalag 17 (1953),Drama|War,
2406,3197,2.857142857142857,"Presidio, The (1988)",Action|Crime|Romance|Thriller,
2407,3198,3.9285714285714284,Papillon (1973),Crime|Drama,
2408,3200,4.25,"Last Detail, The (1973)",Comedy|Drama,
2409,3201,4.5,Five Easy Pieces (1970),Drama,
2410,3203,3.1666666666666665,Dead Calm (1989),Thriller,
2411,3204,3.6875,"Boys from Brazil, The (1978)",Action|Mystery|Thriller,
2412,3206,2.3333333333333335,Against All Odds (1984),Romance,
2413,3208,2.1875,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|Comedy,
2414,3210,3.4761904761904763,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,high school
2415,3211,3.75,"Cry in the Dark, A (1988)",Drama,a dingo ate my baby|Australia
2416,3213,4.115384615384615,Batman: Mask of the Phantasm (1993),Animation|Children,
2417,3214,3.5,American Flyers (1985),Drama,
2418,3217,3.5,"Star Is Born, A (1937)",Drama,
2419,3219,3.1923076923076925,Pacific Heights (1990),Mystery|Thriller,
2420,3221,3.7,"Draughtsman's Contract, The (1982)",Drama,
2421,3223,3.0,"Zed & Two Noughts, A (1985)",Drama,
2422,3224,4.75,Woman in the Dunes (Suna no onna) (1964),Drama,
2423,3225,2.0,Down to You (2000),Comedy|Romance,
2424,3230,3.875,"Odessa File, The (1974)",Thriller,
2425,3235,3.6666666666666665,Where the Buffalo Roam (1980),Comedy,
2426,3238,1.5833333333333333,Eye of the Beholder (1999),Thriller,
2427,3240,3.25,"Big Tease, The (1999)",Comedy,
2428,3241,4.5,"Cup, The (Phörpa) (1999)",Comedy,
2429,3243,2.4,Encino Man (1992),Comedy,
2430,3244,3.7083333333333335,"Goodbye Girl, The (1977)",Comedy|Romance,
2431,3246,4.166666666666667,Malcolm X (1992),Drama,
2432,3247,3.0277777777777777,Sister Act (1992),Comedy|Crime,nuns
2433,3248,1.8928571428571428,Sister Act 2: Back in the Habit (1993),Comedy,
2434,3249,3.111111111111111,"Hand That Rocks the Cradle, The (1992)",Drama|Thriller,
2435,3250,3.1666666666666665,Alive (1993),Drama,In Netflix queue
2436,3251,3.7,Agnes of God (1985),Drama|Mystery,
2437,3252,3.5925925925925926,Scent of a Woman (1992),Drama,
2438,3253,3.4754098360655736,Wayne's World (1992),Comedy,
2439,3254,3.2962962962962963,Wayne's World 2 (1993),Comedy,
2440,3255,3.466666666666667,"League of Their Own, A (1992)",Comedy|Drama,
2441,3256,3.5161290322580645,Patriot Games (1992),Action|Crime|Drama|Thriller,
2442,3257,2.859375,"Bodyguard, The (1992)",Drama|Romance|Thriller,
2443,3258,2.8666666666666667,Death Becomes Her (1992),Comedy|Fantasy,plastic surgery
2444,3259,3.1363636363636362,Far and Away (1992),Adventure|Drama|Romance,Ireland
2445,3260,4.0,Howards End (1992),Drama,E.M. Forster
2446,3261,3.1818181818181817,Singles (1992),Comedy|Drama|Romance,
2447,3262,3.409090909090909,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller,
2448,3263,3.0454545454545454,White Men Can't Jump (1992),Comedy|Drama,basketball
2449,3264,2.423076923076923,Buffy the Vampire Slayer (1992),Action|Comedy|Horror,
2450,3265,4.0,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller,gun fu|heroic bloodshed
2451,3266,4.5,Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller,black comedy|crazy|dark|dark comedy|dark humor|serial killer
2452,3267,3.5555555555555554,"Mariachi, El (1992)",Action|Crime|Thriller|Western,
2453,3268,1.7727272727272727,Stop! Or My Mom Will Shoot (1992),Action|Comedy,
2454,3269,2.8518518518518516,Forever Young (1992),Drama|Romance|Sci-Fi,
2455,3270,2.7916666666666665,"Cutting Edge, The (1992)",Comedy|Drama|Romance,figure skating
2456,3271,3.676470588235294,Of Mice and Men (1992),Drama,
2457,3272,3.4375,Bad Lieutenant (1992),Crime|Drama,
2458,3273,2.6724137931034484,Scream 3 (2000),Comedy|Horror|Mystery|Thriller,slasher|spoof
2459,3274,3.375,Single White Female (1992),Drama|Thriller,
2460,3275,4.22093023255814,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,
2461,3276,1.0,Gun Shy (2000),Comedy,
2462,3280,1.5,"Baby, The (1973)",Horror,
2463,3281,2.0,"Brandon Teena Story, The (1998)",Documentary,sexuality
2464,3283,3.25,Minnie and Moskowitz (1971),Action,
2465,3284,3.0,They Might Be Giants (1971),Comedy|Mystery|Romance,
2466,3285,3.0625,"Beach, The (2000)",Adventure|Drama,
2467,3286,2.3,Snow Day (2000),Comedy,
2468,3287,3.1666666666666665,"Tigger Movie, The (2000)",Animation|Children,
2469,3289,4.5,Not One Less (Yi ge dou bu neng shao) (1999),Drama,
2470,3294,1.5,Eaten Alive (1977),Horror,
2471,3295,4.0,Raining Stones (1993),Drama,
2472,3296,4.071428571428571,To Sir with Love (1967),Drama,
2473,3298,3.7142857142857144,Boiler Room (2000),Crime|Drama|Thriller,
2474,3299,2.6666666666666665,Hanging Up (2000),Comedy|Drama,
2475,3300,3.5641025641025643,Pitch Black (2000),Horror|Sci-Fi|Thriller,
2476,3301,3.5238095238095237,"Whole Nine Yards, The (2000)",Comedy|Crime,
2477,3302,4.75,Beautiful People (1999),Comedy,
2478,3303,5.0,Black Tar Heroin: The Dark End of the Street (2000),Documentary,
2479,3306,4.125,"Circus, The (1928)",Comedy,big top|circus
2480,3307,3.8461538461538463,City Lights (1931),Comedy|Drama|Romance,blind
2481,3308,2.857142857142857,"Flamingo Kid, The (1984)",Comedy|Drama,
2482,3310,4.1,"Kid, The (1921)",Comedy|Drama,orphans
2483,3313,1.5,Class Reunion (1982),Comedy,
2484,3315,4.5,Happy Go Lovely (1951),Musical,
2485,3316,2.4615384615384617,Reindeer Games (2000),Action|Thriller,
2486,3317,3.659090909090909,Wonder Boys (2000),Comedy|Drama,writing
2487,3323,4.0,Chain of Fools (2000),Comedy|Crime,
2488,3324,1.3333333333333333,Drowning Mona (2000),Comedy,
2489,3325,2.1666666666666665,"Next Best Thing, The (2000)",Comedy|Drama,
2490,3326,3.1666666666666665,What Planet Are You From? (2000),Comedy|Sci-Fi,
2491,3327,3.7,Beyond the Mat (1999),Documentary,
2492,3328,4.052631578947368,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,
2493,3329,4.0,The Year My Voice Broke (1987),Drama|Romance,
2494,3330,4.25,Splendor in the Grass (1961),Drama|Romance,adolescence|sexuality
2495,3331,2.0,My Tutor (1983),Drama,
2496,3334,4.2,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,
2497,3341,4.285714285714286,Born Yesterday (1950),Comedy,remade
2498,3342,3.5,Birdy (1984),Drama|War,
2499,3344,4.0,Blood Feast (1963),Horror,
2500,3345,3.0,"Charlie, the Lonesome Cougar (1967)",Adventure|Children,
2501,3347,4.166666666666667,Never Cry Wolf (1983),Adventure|Drama,
2502,3350,3.8333333333333335,"Raisin in the Sun, A (1961)",Drama,
2503,3353,4.5,"Closer You Get, The (2000)",Comedy|Romance,
2504,3354,2.6904761904761907,Mission to Mars (2000),Sci-Fi,
2505,3355,3.2,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller,
2506,3357,4.0,East-West (Est-ouest) (1999),Drama|Romance,
2507,3358,3.85,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance,
2508,3359,4.090909090909091,Breaking Away (1979),Comedy|Drama,
2509,3360,3.7045454545454546,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance,basketball
2510,3361,3.6714285714285713,Bull Durham (1988),Comedy|Drama|Romance,
2511,3362,3.9342105263157894,Dog Day Afternoon (1975),Crime|Drama,
2512,3363,3.8488372093023258,American Graffiti (1973),Comedy|Drama,
2513,3364,3.6666666666666665,"Asphalt Jungle, The (1950)",Crime|Film-Noir,
2514,3365,4.071428571428571,"Searchers, The (1956)",Drama|Western,
2515,3368,3.25,"Big Country, The (1958)",Romance|Western,
2516,3370,2.5,Betrayed (1988),Drama|Thriller,
2517,3372,4.0,"Bridge at Remagen, The (1969)",Action|War,
2518,3374,4.0,Daughters of the Dust (1991),Drama,
2519,3378,4.0,"Ogre, The (Unhold, Der) (1996)",Drama,
2520,3379,4.5,On the Beach (1959),Drama,
2521,3384,4.5,"Taking of Pelham One Two Three, The (1974)",Action|Crime,subway
2522,3385,2.8125,Volunteers (1985),Comedy,Peace Corp
2523,3386,3.5,JFK (1991),Drama|Mystery|Thriller,politics|president
2524,3387,2.857142857142857,Who's Harry Crumb? (1989),Comedy|Mystery,
2525,3388,2.5454545454545454,Harry and the Hendersons (1987),Children|Comedy,
2526,3389,2.0,Let's Get Harry (1986),Action|Adventure,
2527,3390,2.0,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance,
2528,3391,2.5,Who's That Girl? (1987),Comedy,
2529,3392,2.3333333333333335,She-Devil (1989),Comedy,
2530,3393,1.3333333333333333,Date with an Angel (1987),Comedy|Fantasy|Romance,
2531,3394,2.357142857142857,Blind Date (1987),Comedy|Romance,
2532,3395,3.0,Nadine (1987),Comedy,
2533,3396,3.590909090909091,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,
2534,3397,3.4545454545454546,"Great Muppet Caper, The (1981)",Children|Comedy,
2535,3398,3.3333333333333335,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical,
2536,3400,3.0,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy,
2537,3401,2.2,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,
2538,3402,4.0,Turtle Diary (1985),Comedy|Drama|Romance,
2539,3403,4.0,Raise the Titanic (1980),Drama|Thriller,
2540,3404,3.5833333333333335,Titanic (1953),Action|Drama,
2541,3405,3.0,"Night to Remember, A (1958)",Action|Drama,
2542,3406,3.0,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War,
2543,3408,3.5285714285714285,Erin Brockovich (2000),Drama,scandal|true story
2544,3409,2.9285714285714284,Final Destination (2000),Drama|Thriller,
2545,3410,4.0,Soft Fruit (1999),Comedy|Drama,
2546,3412,3.4166666666666665,"Bear, The (Ours, L') (1988)",Adventure|Children|Drama,
2547,3414,4.0,Love Is a Many-Splendored Thing (1955),Drama|Romance|War,
2548,3415,4.166666666666667,"Mirror, The (Zerkalo) (1975)",Drama,
2549,3417,3.0,"Crimson Pirate, The (1952)",Adventure|Comedy,
2550,3418,3.4634146341463414,Thelma & Louise (1991),Adventure|Crime|Drama,
2551,3420,3.1666666666666665,...And Justice for All (1979),Drama|Thriller,lawyers
2552,3421,3.693548387096774,Animal House (1978),Comedy,college|TOGA
2553,3422,3.3333333333333335,She's Gotta Have It (1986),Comedy|Romance,
2554,3423,2.1666666666666665,School Daze (1988),Drama,
2555,3424,4.037037037037037,Do the Right Thing (1989),Drama,racism|great cinematography
2556,3425,3.4,Mo' Better Blues (1990),Drama|Musical,
2557,3426,3.0714285714285716,Jungle Fever (1991),Drama|Romance,
2558,3428,3.0,"Champ, The (1979)",Drama,
2559,3429,4.25,Creature Comforts (1989),Animation|Comedy,aardman
2560,3430,3.0,Death Wish (1974),Action|Crime|Drama,
2561,3431,1.6666666666666667,Death Wish 2 (1982),Action|Drama,
2562,3432,1.5,Death Wish 3 (1985),Action|Drama,
2563,3433,1.0,Death Wish 4: The Crackdown (1987),Action|Drama,
2564,3434,1.0,Death Wish 5: The Face of Death (1994),Action|Drama,
2565,3435,4.323529411764706,Double Indemnity (1944),Crime|Drama|Film-Noir,Insurance
2566,3436,3.75,Dying Young (1991),Drama|Romance,
2567,3438,3.0,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,
2568,3439,2.6923076923076925,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,
2569,3440,2.0714285714285716,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,
2570,3441,3.4285714285714284,Red Dawn (1984),Action|Drama|War,
2571,3442,1.0,Band of the Hand (1986),Action|Crime|Drama,
2572,3444,2.9444444444444446,Bloodsport (1988),Action,
2573,3445,3.5,Eyes of Laura Mars (1978),Mystery|Thriller,
2574,3446,2.75,Funny Bones (1995),Comedy|Drama,
2575,3447,4.0,"Good Earth, The (1937)",Drama,Pearl S Buck
2576,3448,3.802325581395349,"Good Morning, Vietnam (1987)",Comedy|Drama|War,
2577,3449,4.0,"Good Mother, The (1988)",Drama,
2578,3450,3.293103448275862,Grumpy Old Men (1993),Comedy,
2579,3451,4.545454545454546,Guess Who's Coming to Dinner (1967),Drama,Hepburn and Tracy|interracial marriage|prejudice|racism
2580,3452,3.0833333333333335,Romeo Must Die (2000),Action|Crime|Romance|Thriller,
2581,3453,3.0,Here on Earth (2000),Drama|Romance,
2582,3454,2.25,Whatever It Takes (2000),Comedy|Romance,
2583,3455,2.5,Buddy Boy (1999),Drama|Thriller,
2584,3459,4.0,Gothic (1986),Drama|Horror,
2585,3461,3.0384615384615383,Lord of the Flies (1963),Adventure|Drama|Thriller,island
2586,3462,3.72,Modern Times (1936),Comedy|Drama|Romance,factory
2587,3466,3.0,Heart and Souls (1993),Comedy|Fantasy,
2588,3467,3.75,Hud (1963),Drama|Western,
2589,3468,4.333333333333333,"Hustler, The (1961)",Drama,pool
2590,3469,4.083333333333333,Inherit the Wind (1960),Drama,court|evolution|religion
2591,3470,4.3,Dersu Uzala (1975),Adventure|Drama,
2592,3471,3.7416666666666667,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,
2593,3473,5.0,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),Comedy,
2594,3474,4.0,Retroactive (1997),Sci-Fi|Thriller,
2595,3475,4.5,"Place in the Sun, A (1951)",Drama|Romance,class
2596,3476,3.5576923076923075,Jacob's Ladder (1990),Horror|Mystery,
2597,3477,3.3846153846153846,Empire Records (1995),Comedy|Drama,
2598,3478,2.7857142857142856,"Bamba, La (1987)",Drama,
2599,3479,3.3333333333333335,Ladyhawke (1985),Adventure|Fantasy|Romance,
2600,3480,3.3333333333333335,Lucas (1986),Drama|Romance,
2601,3481,3.6666666666666665,High Fidelity (2000),Comedy|Drama|Romance,music|Nick Hornby
2602,3483,3.1153846153846154,"Road to El Dorado, The (2000)",Animation|Children,
2603,3484,2.75,"Skulls, The (2000)",Thriller,
2604,3489,3.358490566037736,Hook (1991),Adventure|Comedy|Fantasy,Peter Pan
2605,3492,4.0,"Son of the Sheik, The (1926)",Adventure|Comedy|Romance,
2606,3494,4.0,True Grit (1969),Adventure|Drama|Western,
2607,3496,5.0,Madame Sousatzka (1988),Drama,
2608,3497,2.5,Max Dugan Returns (1983),Comedy,
2609,3498,4.0,Midnight Express (1978),Drama,In Netflix queue
2610,3499,3.840909090909091,Misery (1990),Drama|Horror|Thriller,claustrophobic|horror|scary|stephen king|suspenseful|tense|thriller
2611,3500,3.0,Mr. Saturday Night (1992),Comedy|Drama,
2612,3501,2.3,Murphy's Romance (1985),Comedy|Romance,
2613,3502,3.5,My Life (1993),Drama,death
2614,3503,4.090909090909091,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,
2615,3504,4.0227272727272725,Network (1976),Comedy|Drama,journalism
2616,3505,3.7222222222222223,No Way Out (1987),Drama|Mystery|Thriller,
2617,3506,3.0,North Dallas Forty (1979),Comedy|Drama,
2618,3507,4.066666666666666,"Odd Couple, The (1968)",Comedy,In Netflix queue
2619,3508,4.25,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western,
2620,3510,3.4166666666666665,Frequency (2000),Drama|Thriller,
2621,3511,2.25,Ready to Rumble (2000),Comedy,
